instrument,analysis_condition,family,ablation_protocol,ablated_or_included_group,feature_set,n_tracking_samples,n_features,best_feature,best_spearman_rho,count_abs_rho_ge_0p9,endpoint_ba_mean,endpoint_ba_sd,endpoint_cv_folds,baseline_full_endpoint_ba,endpoint_ba_delta_from_full
m2d_2304d,10m_15db,decay,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0142,-0.651105568658771,0,0.78,0.28855728395320224,50,0.84,-0.05999999999999994
m2d_2304d,10m_15db,sharpness,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0262,0.8315324129859002,0,1.0,0.0,50,0.9,0.09999999999999998
m2d_2304d,10m_15db,sharpness,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0262,0.8315324129859002,0,0.9,0.20203050891044214,50,0.9,0.0
m2d_2304d,10m_15db,sharpness,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0339,-0.7687752497416813,0,0.9,0.20203050891044214,50,0.9,0.0
m2d_2304d,10m_15db,sharpness,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0059,0.749163636227863,0,0.9,0.20203050891044214,50,0.9,0.0
m2d_2304d,10m_15db,sharpness,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0339,-0.7687752497416813,0,0.98,0.09897433186107871,50,0.9,0.07999999999999996
m2d_2304d,10m_15db,sharpness,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0262,0.8315324129859002,0,0.89,0.20922597879824012,50,0.9,-0.010000000000000009
m2d_2304d,mid_none,intensity,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0573,0.9609690621771018,23,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_none,intensity,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_mean_0000,-0.9609690621771018,46,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_none,intensity,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0000,-0.9609690621771018,39,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_none,intensity,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0000,-0.9609690621771018,31,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_none,intensity,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0566,-0.9413574486632834,8,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_none,intensity,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0573,0.9609690621771018,15,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_none,location,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0646,0.7256297000112809,0,0.49,0.2943342539719502,50,0.35,0.14
m2d_2304d,mid_none,location,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_mean_0577,0.5648144691979701,0,0.46,0.3168724716116976,50,0.35,0.11000000000000004
m2d_2304d,mid_none,location,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0646,0.7256297000112809,0,0.37,0.31638906557643004,50,0.35,0.020000000000000018
m2d_2304d,mid_none,location,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0577,0.5648144691979701,0,0.43,0.28589280137413575,50,0.35,0.08000000000000002
m2d_2304d,mid_none,location,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0646,0.7256297000112809,0,0.5,0.2672612419124244,50,0.35,0.15000000000000002
m2d_2304d,mid_none,location,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0351,-0.5373582102786243,0,0.54,0.33258419219493757,50,0.35,0.19000000000000006
m2d_2304d,mid_none,decay,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0467,0.7177850546057536,0,0.83,0.27866298861615946,50,0.84,-0.010000000000000009
m2d_2304d,mid_none,decay,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0142,-0.651105568658771,0,0.78,0.2507132682112035,50,0.84,-0.05999999999999994
m2d_2304d,mid_none,decay,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0467,0.7177850546057536,0,0.85,0.23145502494313788,50,0.84,0.010000000000000009
m2d_2304d,mid_none,decay,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0314,-0.6001153735228432,0,0.63,0.26360917267494194,50,0.84,-0.20999999999999996
m2d_2304d,mid_none,decay,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0467,0.7177850546057536,0,0.86,0.26802375770419595,50,0.84,0.020000000000000018
m2d_2304d,mid_none,decay,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0142,-0.651105568658771,0,0.78,0.28855728395320224,50,0.84,-0.05999999999999994
m2d_2304d,mid_none,sharpness,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0262,0.8315324129859002,0,1.0,0.0,50,0.9,0.09999999999999998
m2d_2304d,mid_none,sharpness,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0262,0.8315324129859002,0,0.9,0.20203050891044214,50,0.9,0.0
m2d_2304d,mid_none,sharpness,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0339,-0.7687752497416813,0,0.9,0.20203050891044214,50,0.9,0.0
m2d_2304d,mid_none,sharpness,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0059,0.749163636227863,0,0.9,0.20203050891044214,50,0.9,0.0
m2d_2304d,mid_none,sharpness,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0339,-0.7687752497416813,0,0.98,0.09897433186107871,50,0.9,0.07999999999999996
m2d_2304d,mid_none,sharpness,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0262,0.8315324129859002,0,0.89,0.20922597879824012,50,0.9,-0.010000000000000009
m2d_2304d,mid_clip_peak_0p5,intensity,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0573,0.9727360302853928,21,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p5,intensity,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0573,0.9727360302853928,45,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p5,intensity,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0000,-0.9648913848798655,36,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p5,intensity,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0000,-0.9648913848798655,30,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p5,intensity,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0566,-0.945279771366047,6,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p5,intensity,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0573,0.9727360302853928,15,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p5,location,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0646,0.7217073773085172,0,0.49,0.2943342539719502,50,0.29,0.2
m2d_2304d,mid_clip_peak_0p5,location,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0636,0.5883484054145521,0,0.3,0.31943828249996997,50,0.29,0.010000000000000009
m2d_2304d,mid_clip_peak_0p5,location,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0646,0.7217073773085172,0,0.28,0.32198364770241844,50,0.29,-0.009999999999999953
m2d_2304d,mid_clip_peak_0p5,location,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0485,0.5648144691979701,0,0.26,0.25233602475222416,50,0.29,-0.02999999999999997
m2d_2304d,mid_clip_peak_0p5,location,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0646,0.7217073773085172,0,0.39,0.3078894580321758,50,0.29,0.10000000000000003
m2d_2304d,mid_clip_peak_0p5,location,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0636,0.5883484054145521,0,0.47,0.30987159947834086,50,0.29,0.18
m2d_2304d,mid_clip_peak_0p5,decay,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0438,0.662872536767062,0,0.63,0.3321236553589334,50,0.67,-0.040000000000000036
m2d_2304d,mid_clip_peak_0p5,decay,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0438,0.662872536767062,0,0.65,0.3535533905932738,50,0.67,-0.020000000000000018
m2d_2304d,mid_clip_peak_0p5,decay,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0467,0.6354162778477163,0,0.73,0.28943999413364013,50,0.67,0.05999999999999994
m2d_2304d,mid_clip_peak_0p5,decay,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0619,0.5765814373062611,0,0.65,0.2719918966379967,50,0.67,-0.020000000000000018
m2d_2304d,mid_clip_peak_0p5,decay,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0467,0.6354162778477163,0,0.76,0.25233602475222416,50,0.67,0.08999999999999997
m2d_2304d,mid_clip_peak_0p5,decay,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0438,0.662872536767062,0,0.61,0.324037034920393,50,0.67,-0.06000000000000005
m2d_2304d,mid_clip_peak_0p5,sharpness,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0262,0.8746779627163007,0,1.0,0.0,50,0.92,0.07999999999999996
m2d_2304d,mid_clip_peak_0p5,sharpness,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0262,0.8746779627163007,0,0.9,0.20203050891044214,50,0.92,-0.020000000000000018
m2d_2304d,mid_clip_peak_0p5,sharpness,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0059,0.8276100902831366,0,0.9,0.20203050891044214,50,0.92,-0.020000000000000018
m2d_2304d,mid_clip_peak_0p5,sharpness,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0059,0.8276100902831366,0,0.9,0.20203050891044214,50,0.92,-0.020000000000000018
m2d_2304d,mid_clip_peak_0p5,sharpness,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0339,-0.7805422178499724,0,1.0,0.0,50,0.92,0.07999999999999996
m2d_2304d,mid_clip_peak_0p5,sharpness,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0262,0.8746779627163007,0,0.92,0.1851640199545103,50,0.92,0.0
m2d_2304d,mid_clip_peak_0p25,intensity,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0573,0.933512803257756,4,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p25,intensity,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_mean_0573,0.9570467394743379,10,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p25,intensity,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0573,0.9570467394743379,6,0.97,0.11994896874104763,50,1.0,-0.030000000000000027
m2d_2304d,mid_clip_peak_0p25,intensity,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0573,0.9570467394743379,6,0.9,0.20203050891044214,50,1.0,-0.09999999999999998
m2d_2304d,mid_clip_peak_0p25,intensity,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0261,-0.8001538313637908,0,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p25,intensity,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0573,0.933512803257756,4,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_clip_peak_0p25,location,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0133,-0.5608921464952062,0,0.27,0.28943999413364013,50,0.19,0.08000000000000002
m2d_2304d,mid_clip_peak_0p25,location,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_mean_0622,-0.5844260827117884,0,0.25,0.2525381361380527,50,0.19,0.06
m2d_2304d,mid_clip_peak_0p25,location,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0622,-0.5844260827117884,0,0.19,0.24515717573900733,50,0.19,0.0
m2d_2304d,mid_clip_peak_0p25,location,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0622,-0.5844260827117884,0,0.33,0.3131472888111853,50,0.19,0.14
m2d_2304d,mid_clip_peak_0p25,location,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0113,-0.5059796286565148,0,0.23,0.2517287169529443,50,0.19,0.04000000000000001
m2d_2304d,mid_clip_peak_0p25,location,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0133,-0.5608921464952062,0,0.29,0.2873169337302681,50,0.19,0.09999999999999998
m2d_2304d,mid_clip_peak_0p25,decay,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0513,-0.651105568658771,0,0.57,0.26745207466927223,50,0.6,-0.030000000000000027
m2d_2304d,mid_clip_peak_0p25,decay,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0513,-0.651105568658771,0,0.63,0.29982988374021935,50,0.6,0.030000000000000027
m2d_2304d,mid_clip_peak_0p25,decay,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0131,0.5961930508200795,0,0.58,0.29207211857515536,50,0.6,-0.020000000000000018
m2d_2304d,mid_clip_peak_0p25,decay,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0131,0.5961930508200795,0,0.66,0.2934662654882019,50,0.6,0.06000000000000005
m2d_2304d,mid_clip_peak_0p25,decay,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0569,-0.48244569243993274,0,0.42,0.2920721185751553,50,0.6,-0.18
m2d_2304d,mid_clip_peak_0p25,decay,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0513,-0.651105568658771,0,0.64,0.3037184517924185,50,0.6,0.040000000000000036
m2d_2304d,mid_clip_peak_0p25,sharpness,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0541,0.651105568658771,0,0.66,0.32639027596559606,50,0.64,0.020000000000000018
m2d_2304d,mid_clip_peak_0p25,sharpness,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_mean_0541,-0.7138627319029899,0,0.65,0.23145502494313788,50,0.64,0.010000000000000009
m2d_2304d,mid_clip_peak_0p25,sharpness,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0541,-0.7138627319029899,0,0.66,0.27553287888551303,50,0.64,0.020000000000000018
m2d_2304d,mid_clip_peak_0p25,sharpness,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0541,-0.7138627319029899,0,0.65,0.23145502494313788,50,0.64,0.010000000000000009
m2d_2304d,mid_clip_peak_0p25,sharpness,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0541,0.651105568658771,0,0.68,0.34641016151377546,50,0.64,0.040000000000000036
m2d_2304d,mid_clip_peak_0p25,sharpness,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0206,-0.6354162778477163,0,0.68,0.2813959371941744,50,0.64,0.040000000000000036
m2d_2304d,mid_mp3_128k,intensity,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0573,0.9648913848798655,16,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_mp3_128k,intensity,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0573,0.9648913848798655,35,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_mp3_128k,intensity,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0000,-0.9609690621771018,31,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_mp3_128k,intensity,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0000,-0.9609690621771018,25,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_mp3_128k,intensity,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0693,-0.9374351259605196,6,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_mp3_128k,intensity,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0573,0.9648913848798655,10,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_mp3_128k,location,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0686,0.662872536767062,0,0.48,0.31879876577744853,50,0.32,0.15999999999999998
m2d_2304d,mid_mp3_128k,location,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0636,0.5687367919007338,0,0.42,0.32513733362117264,50,0.32,0.09999999999999998
m2d_2304d,mid_mp3_128k,location,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0686,0.662872536767062,0,0.36,0.3037184517924185,50,0.32,0.03999999999999998
m2d_2304d,mid_mp3_128k,location,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0237,-0.5569698237924426,0,0.42,0.32513733362117264,50,0.32,0.09999999999999998
m2d_2304d,mid_mp3_128k,location,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0686,0.662872536767062,0,0.48,0.31879876577744853,50,0.32,0.15999999999999998
m2d_2304d,mid_mp3_128k,location,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0636,0.5687367919007338,0,0.36,0.33563828927059225,50,0.32,0.03999999999999998
m2d_2304d,mid_mp3_128k,decay,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0467,0.6942511183891715,0,0.67,0.3290369373223149,50,0.72,-0.04999999999999993
m2d_2304d,mid_mp3_128k,decay,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0513,-0.6354162778477163,0,0.56,0.32950178841916555,50,0.72,-0.15999999999999992
m2d_2304d,mid_mp3_128k,decay,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0467,0.6942511183891715,0,0.57,0.3351819487614305,50,0.72,-0.15000000000000002
m2d_2304d,mid_mp3_128k,decay,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0334,0.5687367919007338,0,0.51,0.2943342539719502,50,0.72,-0.20999999999999996
m2d_2304d,mid_mp3_128k,decay,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0467,0.6942511183891715,0,0.62,0.3123315872725064,50,0.72,-0.09999999999999998
m2d_2304d,mid_mp3_128k,decay,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0513,-0.6354162778477163,0,0.77,0.28943999413364013,50,0.72,0.050000000000000044
m2d_2304d,mid_mp3_128k,sharpness,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0482,0.8825226081218283,0,1.0,0.0,50,0.96,0.040000000000000036
m2d_2304d,mid_mp3_128k,sharpness,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0482,0.8825226081218283,0,0.89,0.2727411870290969,50,0.96,-0.06999999999999995
m2d_2304d,mid_mp3_128k,sharpness,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0497,0.823687767580373,0,0.89,0.2727411870290969,50,0.96,-0.06999999999999995
m2d_2304d,mid_mp3_128k,sharpness,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0497,0.823687767580373,0,0.83,0.29640705601780615,50,0.96,-0.13
m2d_2304d,mid_mp3_128k,sharpness,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0246,-0.8079984767693182,0,1.0,0.0,50,0.96,0.040000000000000036
m2d_2304d,mid_mp3_128k,sharpness,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0482,0.8825226081218283,0,1.0,0.0,50,0.96,0.040000000000000036
m2d_2304d,mid_aac_64k,intensity,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0573,0.9531244167715744,25,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_aac_64k,intensity,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_mean_0458,0.9570467394743379,42,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_aac_64k,intensity,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0458,0.9570467394743379,33,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_aac_64k,intensity,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0458,0.9570467394743379,25,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_aac_64k,intensity,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0619,0.933512803257756,8,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_aac_64k,intensity,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0573,0.9531244167715744,17,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_aac_64k,location,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0646,0.7530859589306267,0,0.45,0.3234066120763363,50,0.3,0.15000000000000002
m2d_2304d,mid_aac_64k,location,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0517,0.6040376962256068,0,0.27,0.2712405363721075,50,0.3,-0.02999999999999997
m2d_2304d,mid_aac_64k,location,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0646,0.7530859589306267,0,0.36,0.2864276807966203,50,0.3,0.06
m2d_2304d,mid_aac_64k,location,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0534,0.5883484054145521,0,0.38,0.3123315872725064,50,0.3,0.08000000000000002
m2d_2304d,mid_aac_64k,location,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0646,0.7530859589306267,0,0.5,0.30304576336566325,50,0.3,0.2
m2d_2304d,mid_aac_64k,location,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0517,0.6040376962256068,0,0.41,0.2977809083667976,50,0.3,0.10999999999999999
m2d_2304d,mid_aac_64k,decay,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0467,0.6903287956864078,0,0.81,0.2837432009434458,50,0.67,0.14
m2d_2304d,mid_aac_64k,decay,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0142,-0.651105568658771,0,0.67,0.2786629886161594,50,0.67,0.0
m2d_2304d,mid_aac_64k,decay,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0467,0.6903287956864078,0,0.67,0.2786629886161594,50,0.67,0.0
m2d_2304d,mid_aac_64k,decay,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0302,-0.6158046643338978,0,0.61,0.2533449692995457,50,0.67,-0.06000000000000005
m2d_2304d,mid_aac_64k,decay,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0467,0.6903287956864078,0,0.73,0.28943999413364013,50,0.67,0.05999999999999994
m2d_2304d,mid_aac_64k,decay,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0142,-0.651105568658771,0,0.79,0.2873169337302681,50,0.67,0.12
m2d_2304d,mid_aac_64k,sharpness,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0090,0.7962315086610272,0,0.9,0.20203050891044216,50,0.8,0.09999999999999998
m2d_2304d,mid_aac_64k,sharpness,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0090,0.7962315086610272,0,0.84,0.2934662654882019,50,0.8,0.039999999999999925
m2d_2304d,mid_aac_64k,sharpness,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0339,-0.7452413135250993,0,0.8,0.30304576336566325,50,0.8,0.0
m2d_2304d,mid_aac_64k,sharpness,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0497,0.737396668119572,0,0.84,0.2934662654882019,50,0.8,0.039999999999999925
m2d_2304d,mid_aac_64k,sharpness,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0339,-0.7452413135250993,0,0.9,0.20203050891044216,50,0.8,0.09999999999999998
m2d_2304d,mid_aac_64k,sharpness,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0090,0.7962315086610272,0,0.81,0.2451571757390073,50,0.8,0.010000000000000009
m2d_2304d,mid_truncate_1p0s,intensity,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0573,0.9648913848798655,26,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_truncate_1p0s,intensity,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0573,0.9648913848798655,25,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_truncate_1p0s,intensity,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0573,0.9492020940688107,21,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_truncate_1p0s,intensity,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0573,0.9492020940688107,10,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_truncate_1p0s,intensity,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0653,-0.945279771366047,11,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_truncate_1p0s,intensity,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0573,0.9648913848798655,15,1.0,0.0,50,1.0,0.0
m2d_2304d,mid_truncate_1p0s,location,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_std_0243,-0.6981734410919351,0,0.38,0.2381904571504724,50,0.35,0.030000000000000027
m2d_2304d,mid_truncate_1p0s,location,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_max_0302,0.6275716324421888,0,0.39,0.2533449692995457,50,0.35,0.040000000000000036
m2d_2304d,mid_truncate_1p0s,location,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_std_0243,-0.6981734410919351,0,0.42,0.29207211857515536,50,0.35,0.07
m2d_2304d,mid_truncate_1p0s,location,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0424,0.5726591146034974,0,0.41,0.3144480100436448,50,0.35,0.06
m2d_2304d,mid_truncate_1p0s,location,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0243,-0.6981734410919351,0,0.45,0.2525381361380527,50,0.35,0.10000000000000003
m2d_2304d,mid_truncate_1p0s,location,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0302,0.6275716324421888,0,0.38,0.2381904571504724,50,0.35,0.030000000000000027
m2d_2304d,mid_truncate_1p0s,decay,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0332,-0.662872536767062,0,0.68,0.2813959371941744,50,0.83,-0.1499999999999999
m2d_2304d,mid_truncate_1p0s,decay,pooling_logo,std,without_std,25,1536,feat_m2d_40ms_last_mean_0397,-0.6707171821725895,0,0.84,0.2356060357495806,50,0.83,0.010000000000000009
m2d_2304d,mid_truncate_1p0s,decay,pooling_logo,max,without_max,25,1536,feat_m2d_40ms_last_mean_0397,-0.6707171821725895,0,0.83,0.23925906034920325,50,0.83,0.0
m2d_2304d,mid_truncate_1p0s,decay,pooling_sgi,mean,only_mean,25,768,feat_m2d_40ms_last_mean_0397,-0.6707171821725895,0,0.83,0.23925906034920325,50,0.83,0.0
m2d_2304d,mid_truncate_1p0s,decay,pooling_sgi,std,only_std,25,768,feat_m2d_40ms_last_std_0636,-0.6354162778477163,0,0.64,0.26802375770419595,50,0.83,-0.18999999999999995
m2d_2304d,mid_truncate_1p0s,decay,pooling_sgi,max,only_max,25,768,feat_m2d_40ms_last_max_0332,-0.662872536767062,0,0.7,0.2857142857142857,50,0.83,-0.13
m2d_2304d,mid_truncate_1p0s,sharpness,pooling_logo,mean,without_mean,25,1536,feat_m2d_40ms_last_max_0196,0.8511440264997187,0,0.89,0.20922597879824012,50,0.83,0.06000000000000005
